motif	category	term	side	ortholog	path	pathway
K15633_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	ko01110	NA
K15633_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	map01120	Microbial metabolism in diverse environments
K15633_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	ko01120	NA
K15633_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	map01200	Carbon metabolism
K15633_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	ko01200	NA
K15633_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	map01230	Biosynthesis of amino acids
K15633_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	ko01230	NA
K16091_upstream.fna.motif.h1_3	High covariation	K16091	upstream	fecA; Fe(3+) dicitrate transport protein	NA	NA
K18678_upstream.fna.motif.h1_3	High power (low covariation)	K18678	upstream	VTE5; phytol kinase [EC:2.7.1.182]	NA	NA
K19002_upstream.fna.motif.h1_4	High covariation	K19002	upstream	mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]	map00552	Teichoic acid biosynthesis
K19002_upstream.fna.motif.h1_4	High covariation	K19002	upstream	mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]	ko00552	NA
K19002_upstream.fna.motif.h1_4	High covariation	K19002	upstream	mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]	map00561	Glycerolipid metabolism
K19002_upstream.fna.motif.h1_4	High covariation	K19002	upstream	mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]	ko00561	NA
K19002_upstream.fna.motif.h1_4	High covariation	K19002	upstream	mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]	map01100	Metabolic pathways
K19002_upstream.fna.motif.h1_4	High covariation	K19002	upstream	mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]	ko01100	NA
K19002_upstream.fna.motif.h1_1	High covariation	K19002	upstream	mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]	map00552	Teichoic acid biosynthesis
K19002_upstream.fna.motif.h1_1	High covariation	K19002	upstream	mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]	ko00552	NA
K19002_upstream.fna.motif.h1_1	High covariation	K19002	upstream	mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]	map00561	Glycerolipid metabolism
K19002_upstream.fna.motif.h1_1	High covariation	K19002	upstream	mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]	ko00561	NA
K19002_upstream.fna.motif.h1_1	High covariation	K19002	upstream	mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]	map01100	Metabolic pathways
K19002_upstream.fna.motif.h1_1	High covariation	K19002	upstream	mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]	ko01100	NA
K19166_upstream.fna.motif.h1_4	High covariation	K19166	upstream	higB; mRNA interferase HigB [EC:3.1.-.-]	NA	NA
K19166_upstream.fna.motif.h1_1	High covariation	K19166	upstream	higB; mRNA interferase HigB [EC:3.1.-.-]	NA	NA
K19170_upstream.fna.motif.h1_3	High covariation	K19170	upstream	dndC; DNA sulfur modification protein DndC	NA	NA
K19294_upstream.fna.motif.h1_2	High covariation	K19294	upstream	algI; alginate O-acetyltransferase complex protein AlgI	map00543	Exopolysaccharide biosynthesis
K19294_upstream.fna.motif.h1_2	High covariation	K19294	upstream	algI; alginate O-acetyltransferase complex protein AlgI	ko00543	NA
K21480_upstream.fna.motif.h1_1	High covariation	K21480	upstream	HO, pbsA1, hmuO; heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]	map00860	Porphyrin metabolism
K21480_upstream.fna.motif.h1_1	High covariation	K21480	upstream	HO, pbsA1, hmuO; heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]	ko00860	NA
K21480_upstream.fna.motif.h1_1	High covariation	K21480	upstream	HO, pbsA1, hmuO; heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]	map01100	Metabolic pathways
K21480_upstream.fna.motif.h1_1	High covariation	K21480	upstream	HO, pbsA1, hmuO; heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]	ko01100	NA
K21480_upstream.fna.motif.h1_1	High covariation	K21480	upstream	HO, pbsA1, hmuO; heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]	map01110	Biosynthesis of secondary metabolites
K21480_upstream.fna.motif.h1_1	High covariation	K21480	upstream	HO, pbsA1, hmuO; heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]	ko01110	NA
K21480_upstream.fna.motif.h1_3	High covariation	K21480	upstream	HO, pbsA1, hmuO; heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]	map00860	Porphyrin metabolism
K21480_upstream.fna.motif.h1_3	High covariation	K21480	upstream	HO, pbsA1, hmuO; heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]	ko00860	NA
K21480_upstream.fna.motif.h1_3	High covariation	K21480	upstream	HO, pbsA1, hmuO; heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]	map01100	Metabolic pathways
K21480_upstream.fna.motif.h1_3	High covariation	K21480	upstream	HO, pbsA1, hmuO; heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]	ko01100	NA
K21480_upstream.fna.motif.h1_3	High covariation	K21480	upstream	HO, pbsA1, hmuO; heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]	map01110	Biosynthesis of secondary metabolites
K21480_upstream.fna.motif.h1_3	High covariation	K21480	upstream	HO, pbsA1, hmuO; heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]	ko01110	NA
K21703_upstream.fna.motif.h2_1	High power (low covariation)	K21703	upstream	cbbR, cmpR, ndhR; LysR family transcriptional regulator, low CO2-responsive transcriptional regulator	NA	NA
K21703_upstream.fna.motif.h2_5	High power (low covariation)	K21703	upstream	cbbR, cmpR, ndhR; LysR family transcriptional regulator, low CO2-responsive transcriptional regulator	NA	NA
K21929_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K21929	upstream	udg; uracil-DNA glycosylase [EC:3.2.2.27]	map03410	Base excision repair
K21929_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K21929	upstream	udg; uracil-DNA glycosylase [EC:3.2.2.27]	ko03410	NA
K00036_downstream.fna.motif.h1_1	High covariation	K00036	downstream	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	map00030	Pentose phosphate pathway
K00036_downstream.fna.motif.h1_1	High covariation	K00036	downstream	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	ko00030	NA
K00036_downstream.fna.motif.h1_1	High covariation	K00036	downstream	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	map00480	Glutathione metabolism
K00036_downstream.fna.motif.h1_1	High covariation	K00036	downstream	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	ko00480	NA
K00036_downstream.fna.motif.h1_1	High covariation	K00036	downstream	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	map01100	Metabolic pathways
K00036_downstream.fna.motif.h1_1	High covariation	K00036	downstream	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	ko01100	NA
K00036_downstream.fna.motif.h1_1	High covariation	K00036	downstream	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	map01110	Biosynthesis of secondary metabolites
K00036_downstream.fna.motif.h1_1	High covariation	K00036	downstream	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	ko01110	NA
K00036_downstream.fna.motif.h1_1	High covariation	K00036	downstream	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	map01120	Microbial metabolism in diverse environments
K00036_downstream.fna.motif.h1_1	High covariation	K00036	downstream	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	ko01120	NA
K00036_downstream.fna.motif.h1_1	High covariation	K00036	downstream	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	map01200	Carbon metabolism
K00036_downstream.fna.motif.h1_1	High covariation	K00036	downstream	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	ko01200	NA
K00036_downstream.fna.motif.h1_1	High covariation	K00036	downstream	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	map05230	Central carbon metabolism in cancer
K00036_downstream.fna.motif.h1_1	High covariation	K00036	downstream	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	ko05230	NA
K00036_downstream.fna.motif.h1_1	High covariation	K00036	downstream	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	map05415	Diabetic cardiomyopathy
K00036_downstream.fna.motif.h1_1	High covariation	K00036	downstream	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	ko05415	NA
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map00010	Glycolysis / Gluconeogenesis
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko00010	NA
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map00020	Citrate cycle (TCA cycle)
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko00020	NA
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map00620	Pyruvate metabolism
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko00620	NA
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map01100	Metabolic pathways
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko01100	NA
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map01110	Biosynthesis of secondary metabolites
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko01110	NA
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map01120	Microbial metabolism in diverse environments
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko01120	NA
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map01200	Carbon metabolism
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko01200	NA
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map04066	HIF-1 signaling pathway
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko04066	NA
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map04922	Glucagon signaling pathway
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko04922	NA
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map05230	Central carbon metabolism in cancer
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko05230	NA
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map05415	Diabetic cardiomyopathy
K00161_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko05415	NA
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map00010	Glycolysis / Gluconeogenesis
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko00010	NA
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map00020	Citrate cycle (TCA cycle)
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko00020	NA
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map00620	Pyruvate metabolism
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko00620	NA
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map01100	Metabolic pathways
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko01100	NA
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map01110	Biosynthesis of secondary metabolites
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko01110	NA
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map01120	Microbial metabolism in diverse environments
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko01120	NA
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map01200	Carbon metabolism
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko01200	NA
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map04066	HIF-1 signaling pathway
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko04066	NA
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map04922	Glucagon signaling pathway
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko04922	NA
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map05230	Central carbon metabolism in cancer
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko05230	NA
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	map05415	Diabetic cardiomyopathy
K00161_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K00161	downstream	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko05415	NA
K00297_downstream.fna.motif.h1_4	Conserved sequence (low covariation and power)	K00297	downstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	map00670	One carbon pool by folate
K00297_downstream.fna.motif.h1_4	Conserved sequence (low covariation and power)	K00297	downstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	ko00670	NA
K00297_downstream.fna.motif.h1_4	Conserved sequence (low covariation and power)	K00297	downstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	map00720	Carbon fixation pathways in prokaryotes
K00297_downstream.fna.motif.h1_4	Conserved sequence (low covariation and power)	K00297	downstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	ko00720	NA
K00297_downstream.fna.motif.h1_4	Conserved sequence (low covariation and power)	K00297	downstream	metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	map01100	Metabolic pathways
